population,men,women,white,black,hispanic,asian,native,average_income,poverty,employed,unemployed,winning_party
26497.0,51.04,48.96,60.9,33.6,2.4,0.4,0.6,35551.0,23.1,34.33,9.9,2
42591.0,49.28,50.72,94.0,1.9,2.0,0.4,0.2,41522.0,18.3,38.22,8.8,2
11944.0,49.1,50.9,93.5,1.2,2.2,2.7,0.0,37092.0,22.1,39.95,4.0,2
33543.0,49.15,50.85,87.4,6.8,3.2,0.4,0.2,42153.0,16.9,42.38,5.9,2
51024.0,48.87,51.13,88.4,1.3,8.2,0.6,0.1,55431.0,13.7,39.91,6.6,2
52569.0,48.75,51.25,89.7,3.6,3.7,0.6,0.2,39990.0,19.7,39.64,8.3,2
25945.0,48.84,51.16,90.1,5.7,2.0,0.1,0.2,34353.0,21.6,35.9,13.6,2
23239.0,48.97,51.03,92.1,0.4,5.1,0.3,0.4,35533.0,18.6,42.41,5.8,2
97887.0,47.45,52.55,56.5,37.1,3.7,1.1,0.0,44496.0,20.3,43.93,6.2,2
28355.0,48.77,51.23,92.1,1.9,1.7,0.4,0.3,45366.0,18.1,42.11,6.0,2
31753.0,49.44,50.56,85.4,7.6,4.9,0.4,0.0,46837.0,13.5,44.08,6.5,2
87606.0,48.17,51.83,79.8,11.6,5.4,0.9,0.4,52080.0,13.0,46.3,6.2,2
11830.0,48.75,51.25,94.5,1.4,1.5,0.2,0.3,39786.0,16.6,36.35,9.9,2
45698.0,49.39,50.61,91.1,1.9,4.2,0.4,0.9,36931.0,20.4,36.22,9.3,2
192120.0,50.07,49.93,64.6,18.6,9.7,2.1,0.5,53737.0,14.2,40.45,7.5,2
6302.0,49.32,50.68,93.3,1.7,0.2,2.0,1.6,51671.0,7.7,44.54,5.0,2
21639.0,55.86,44.14,93.3,5.0,1.2,0.0,0.1,40707.0,22.9,32.9,7.6,2
30659.0,47.88,52.12,83.4,10.3,4.0,0.3,0.3,38063.0,23.0,40.82,8.3,2
21995.0,49.62,50.38,96.4,0.7,1.3,0.3,0.1,36052.0,19.6,39.72,5.3,2
7882.0,50.24,49.76,92.6,3.3,2.3,0.3,0.3,31503.0,29.4,34.83,6.2,2
5071.0,50.6,49.4,96.8,0.8,0.9,0.0,0.0,39313.0,18.8,43.78,3.9,2
16722.0,49.76,50.24,95.4,0.3,1.9,0.2,0.3,42307.0,17.0,40.44,6.1,2
75565.0,49.36,50.64,88.8,2.3,6.0,1.3,0.3,37802.0,23.3,42.87,6.8,2
32478.0,49.35,50.65,91.0,2.2,4.6,0.4,0.1,39368.0,21.9,41.08,7.9,2
52926.0,49.07,50.93,93.1,2.4,1.7,0.7,0.3,45407.0,15.4,40.07,8.2,2
68575.0,49.35,50.65,84.0,7.1,6.4,0.5,0.4,57424.0,11.3,47.72,6.9,2
298456.0,49.32,50.68,72.5,13.9,7.4,3.1,0.2,62149.0,11.8,51.91,5.1,2
21949.0,49.35,50.65,97.5,0.5,0.8,0.0,0.3,31875.0,26.2,38.03,9.4,2
14654.0,49.33,50.67,85.9,0.2,3.5,0.0,0.3,51312.0,14.4,40.58,7.8,2
95523.0,49.05,50.95,90.6,0.7,5.7,0.8,0.3,44473.0,15.3,48.1,6.2,2
937847.0,47.65,52.35,36.5,53.2,6.1,2.5,0.1,48415.0,20.8,45.87,8.6,2
937847.0,47.65,52.35,36.5,53.2,6.1,2.5,0.1,48415.0,20.8,45.87,8.6,1
19279.0,49.88,50.12,93.2,2.2,2.5,0.1,0.6,44275.0,14.1,43.71,3.7,2
13248.0,49.68,50.32,92.0,1.1,2.6,0.9,0.5,44090.0,19.0,39.11,8.2,2
156519.0,48.5,51.5,93.7,1.9,1.8,0.6,0.1,42251.0,16.6,42.57,6.8,2
175730.0,48.92,51.08,85.2,6.8,4.5,1.3,0.3,61584.0,9.7,49.79,4.5,2
61434.0,49.42,50.58,76.0,17.9,2.7,0.7,0.5,57212.0,14.6,45.04,8.1,2
8773.0,53.05,46.95,84.9,11.4,1.1,0.3,0.1,41776.0,13.3,43.7,8.2,2
17830.0,49.8,50.2,93.7,0.5,4.4,0.5,0.1,36576.0,20.1,39.36,10.8,2
19176.0,49.62,50.38,96.6,0.4,1.5,0.1,0.0,40132.0,21.6,37.76,7.2,2
5675.0,50.57,49.43,96.3,0.3,0.9,0.0,0.0,43631.0,19.5,40.67,11.6,2
40210.0,49.36,50.64,85.9,1.3,8.7,0.6,0.1,36765.0,21.6,42.35,6.8,2
126437.0,48.58,51.42,89.2,3.8,3.3,1.5,0.3,44180.0,16.5,46.74,5.3,2
16713.0,55.48,44.52,90.3,5.6,1.9,1.5,0.2,34299.0,19.6,34.79,8.4,2
33776.0,48.75,51.25,87.1,8.7,2.3,0.1,0.2,36550.0,20.5,41.74,8.3,2
26394.0,48.98,51.02,93.8,1.6,2.3,0.0,0.0,37654.0,17.6,37.86,9.3,2
212161.0,48.93,51.07,85.3,4.2,4.7,4.0,0.1,103543.0,4.6,49.84,3.6,2
128874.0,48.89,51.11,86.0,6.8,3.8,1.5,0.3,66123.0,9.2,49.05,4.5,2
57747.0,61.11,38.89,59.7,20.9,17.3,0.5,0.3,42313.0,15.7,33.08,4.3,2
17577.0,51.09,48.91,41.1,1.5,55.4,0.2,0.1,70753.0,11.9,45.82,4.5,2
87700.0,48.7,51.3,61.2,14.7,21.5,1.1,0.1,46472.0,19.1,41.24,7.6,2
24832.0,50.13,49.87,67.7,1.6,27.0,2.0,0.0,44601.0,17.8,41.83,6.7,2
8793.0,49.3,50.7,88.6,0.8,8.3,0.4,0.3,63192.0,8.8,49.4,3.0,2
1929.0,50.49,49.51,86.6,1.2,10.0,0.0,1.3,68750.0,7.5,50.18,1.8,2
48139.0,49.96,50.04,34.2,0.7,63.5,0.4,0.1,55194.0,14.6,41.98,6.1,2
29292.0,49.41,50.59,63.3,8.9,25.9,0.2,0.0,62614.0,13.4,46.12,5.4,2
7098.0,51.82,48.18,34.6,1.5,62.7,0.9,0.1,43523.0,22.3,44.48,2.2,2
21316.0,49.59,50.41,78.8,1.0,18.0,0.2,0.2,56413.0,16.5,40.73,5.7,2
80306.0,50.86,49.14,53.7,7.7,36.0,0.9,0.4,59185.0,13.3,41.72,7.7,2
3602.0,48.31,51.69,83.8,3.2,10.1,0.0,0.0,36157.0,13.1,39.81,2.3,2
32729.0,60.75,39.25,32.2,8.2,58.2,0.5,0.5,45415.0,19.7,30.94,6.3,2
336506.0,49.97,50.03,47.2,21.0,24.0,2.8,0.3,52583.0,14.3,40.23,8.3,2
1892004.0,49.29,50.71,28.4,7.0,59.8,2.6,0.2,53999.0,16.4,45.85,6.1,2
1892004.0,49.29,50.71,28.4,7.0,59.8,2.6,0.2,53999.0,16.4,45.85,6.1,1
11089.0,50.28,49.72,77.6,0.0,19.1,0.6,0.0,58500.0,10.8,46.05,5.7,2
602.0,51.33,48.67,92.4,0.0,7.6,0.0,0.0,77708.0,2.8,42.36,1.5,2
17955.0,49.18,50.82,78.7,1.4,17.6,0.3,0.3,48677.0,15.6,41.63,5.2,2
93635.0,50.38,49.62,64.5,23.9,7.4,1.0,0.8,46283.0,17.9,39.16,7.3,2
345995.0,50.62,49.38,49.1,12.9,29.7,6.2,0.3,76426.0,9.9,46.9,4.9,2
214231.0,50.64,49.36,56.7,10.2,25.1,6.0,0.1,43907.0,26.0,48.38,4.7,2
9220.0,48.42,51.58,51.7,0.1,44.2,1.1,1.7,38906.0,10.9,45.02,7.1,2
1591.0,50.03,49.97,60.6,1.7,32.2,0.0,0.0,42500.0,13.9,45.82,6.2,2
7251.0,51.72,48.28,5.8,0.1,94.1,0.0,0.0,24794.0,41.5,34.33,13.8,2
7251.0,51.72,48.28,5.8,0.1,94.1,0.0,0.0,24794.0,41.5,34.33,13.8,1
37787.0,49.6,50.4,72.7,3.6,21.5,0.6,0.2,43062.0,16.4,40.33,4.3,2
17596.0,49.9,50.1,65.7,12.3,20.1,0.3,0.2,52510.0,15.1,43.74,6.7,2
45017.0,49.39,50.61,74.1,1.5,21.9,0.7,0.6,57173.0,12.3,43.47,4.3,2
40544.0,50.72,49.28,41.1,6.1,50.7,1.0,0.2,51346.0,17.7,44.98,3.4,2
21821.0,50.3,49.7,43.2,2.6,48.1,4.9,0.1,58788.0,15.8,44.34,6.3,2
13660.0,48.68,51.32,86.8,1.5,9.1,0.2,0.1,40945.0,15.6,37.54,3.5,2
420201.0,48.47,51.53,9.3,0.4,89.3,0.6,0.1,36095.0,31.2,36.63,8.0,2
420201.0,48.47,51.53,9.3,0.4,89.3,0.6,0.1,36095.0,31.2,36.63,8.0,1
12670.0,49.05,50.95,56.6,16.9,23.9,0.3,0.4,41811.0,17.4,41.63,6.1,2
6033.0,47.87,52.13,86.4,0.6,9.7,0.5,0.4,67010.0,6.4,48.0,1.9,2
30118.0,48.47,51.53,76.4,17.0,4.3,0.4,0.0,41432.0,18.5,39.81,7.3,2
7891.0,50.16,49.84,32.9,0.7,63.9,1.2,0.1,44643.0,15.9,41.68,4.2,2
39283.0,50.1,49.9,68.0,8.0,21.4,1.3,0.1,74368.0,12.9,42.55,6.5,2
51594.0,50.99,49.01,61.3,13.6,22.5,0.6,0.5,44294.0,18.7,39.78,6.1,2
7064.0,55.68,44.32,64.1,7.2,21.7,1.4,1.0,40432.0,19.6,35.6,5.2,2
10369.0,50.0,50.0,90.4,0.5,5.7,0.3,1.2,46863.0,15.0,42.17,7.2,2
2932.0,50.89,49.11,37.7,2.6,57.0,0.0,0.2,37500.0,24.8,40.55,8.0,2
3238.0,49.69,50.31,76.9,0.6,21.1,0.2,0.6,42500.0,16.6,45.15,4.3,2
8422.0,50.84,49.16,77.3,2.7,17.4,0.8,0.8,40804.0,20.3,39.3,5.1,2
914075.0,49.11,50.89,59.1,9.2,15.1,13.5,0.3,90124.0,6.9,51.93,4.3,2
3026.0,49.83,50.17,60.3,3.5,31.3,0.1,4.3,46348.0,15.0,45.8,7.1,2
20913.0,50.15,49.85,57.0,13.0,28.9,0.1,0.1,50241.0,12.0,45.38,2.9,2
129100.0,49.37,50.63,68.7,2.0,26.8,1.0,0.1,73655.0,9.2,46.35,3.8,2
13492.0,49.73,50.27,70.4,0.7,27.3,0.6,0.5,42419.0,18.2,40.42,3.6,2
3858.0,67.96,32.04,44.9,0.7,53.0,1.0,0.1,46696.0,8.5,26.52,0.4,2
39064.0,49.55,50.45,76.4,2.5,17.3,0.9,0.7,60027.0,13.9,47.93,5.2,2
75818.0,50.02,49.98,59.5,13.7,17.8,1.8,0.6,50865.0,13.3,30.74,9.9,2
1498.0,50.6,49.4,53.6,10.2,32.7,0.0,0.3,33534.0,24.5,43.46,10.7,2
4836.0,52.01,47.99,32.9,4.2,62.8,0.0,0.1,63935.0,11.8,41.83,2.6,2
3836.0,49.61,50.39,33.0,0.9,66.1,0.0,0.0,52310.0,20.9,45.18,2.4,2
5895.0,49.5,50.5,40.0,3.7,55.4,0.0,0.0,38674.0,20.8,42.73,7.7,2
2257.0,51.48,48.52,17.4,0.4,80.7,0.3,0.0,33125.0,29.4,43.15,5.3,2
2257.0,51.48,48.52,17.4,0.4,80.7,0.3,0.0,33125.0,29.4,43.15,5.3,1
7207.0,53.84,46.16,51.2,1.7,43.8,0.9,1.2,45580.0,15.9,48.58,3.7,2
2552213.0,49.28,50.72,30.2,22.1,39.6,6.0,0.2,53626.0,17.7,49.06,5.9,2
2552213.0,49.28,50.72,30.2,22.1,39.6,6.0,0.2,53626.0,17.7,49.06,5.9,1
13095.0,55.55,44.45,36.3,5.7,56.4,0.9,0.4,43201.0,18.5,37.94,6.7,2
241224.0,48.44,51.56,57.6,16.1,23.13,1.51,0.3,102285.0,16.43,44.4,6.38,2
5172.0,49.34,50.66,81.5,7.9,6.9,0.7,0.2,42642.0,22.9,38.28,6.4,2
781321.0,49.2,50.8,60.9,9.1,19.1,7.8,0.3,80290.0,8.4,53.65,4.5,2
20474.0,52.25,47.75,55.6,9.0,34.5,0.0,0.0,50960.0,16.0,38.9,6.5,2
2224.0,53.33,46.67,68.7,3.1,27.6,0.1,0.3,43088.0,16.6,33.59,15.0,2
10822.0,48.83,51.17,13.2,0.1,86.5,0.2,0.0,31384.0,30.2,35.16,15.0,2
10822.0,48.83,51.17,13.2,0.1,86.5,0.2,0.0,31384.0,30.2,35.16,15.0,1
3433.0,49.93,50.07,81.8,3.7,10.6,0.5,0.7,44429.0,14.9,41.39,4.6,2
11434.0,51.52,48.48,9.0,1.4,89.3,0.3,0.0,35443.0,25.2,34.55,13.6,2
11434.0,51.52,48.48,9.0,1.4,89.3,0.3,0.0,35443.0,25.2,34.55,13.6,1
18278.0,51.08,48.92,79.9,2.2,16.0,0.2,0.4,32135.0,17.4,37.81,5.7,2
155744.0,50.59,49.41,34.5,4.1,58.7,1.0,0.2,59528.0,12.3,46.6,6.9,2
13609.0,49.64,50.36,41.66,4.06,52.93,0.25,0.51,111795.0,10.89,41.96,5.94,2
164092.0,49.26,50.74,62.6,8.9,25.5,0.7,0.3,67371.0,10.5,47.9,4.6,2
834825.0,49.02,50.98,12.4,3.0,82.2,1.1,0.3,43244.0,21.7,40.89,7.0,2
834825.0,49.02,50.98,12.4,3.0,82.2,1.1,0.3,43244.0,21.7,40.89,7.0,1
41016.0,49.05,50.95,75.4,1.6,20.6,0.8,0.5,47013.0,22.6,46.51,4.3,2
17289.0,47.05,52.95,51.5,24.3,22.8,0.2,0.2,38834.0,25.2,33.4,6.1,2
33787.0,52.82,47.18,79.4,6.5,10.6,0.7,0.4,47875.0,14.8,39.68,5.2,2
24963.0,48.82,51.18,71.9,6.0,20.4,0.7,0.1,56941.0,9.1,46.57,1.5,2
3875.0,48.18,51.82,66.5,2.9,29.8,0.5,0.0,45294.0,17.4,44.59,5.6,2
5953.0,48.9,51.1,37.9,2.5,57.8,0.3,0.2,48767.0,18.2,41.05,6.4,2
1414.0,52.97,47.03,76.2,2.2,21.6,0.0,0.0,50000.0,5.7,41.8,11.3,2
711421.0,49.15,50.85,34.4,20.2,24.2,19.2,0.2,93645.0,8.1,47.67,5.3,2
711421.0,49.15,50.85,34.4,20.2,24.2,19.2,0.2,93645.0,8.1,47.67,5.3,1
10639.0,50.84,49.16,79.6,4.5,13.9,0.0,0.5,43967.0,15.0,41.33,7.6,2
19646.0,52.04,47.96,67.5,16.1,14.7,0.4,0.2,45890.0,17.3,37.78,4.2,2
19110.0,59.46,40.54,16.4,3.6,78.5,0.6,0.0,37382.0,20.3,35.89,7.3,2
19889.0,50.69,49.31,56.3,2.3,40.6,0.5,0.1,58167.0,11.0,40.9,4.5,2
321184.0,49.37,50.63,58.0,12.5,23.9,3.3,0.3,65702.0,13.9,46.41,6.5,2
6739.0,64.83,35.17,40.5,4.5,54.0,0.6,0.1,53832.0,13.5,36.28,2.0,2
25939.0,48.79,51.21,75.6,0.1,22.5,0.1,0.0,56267.0,12.4,45.49,5.0,2
1420.0,55.77,44.23,59.4,0.0,40.6,0.0,0.0,64886.0,11.6,47.11,0.0,2
7510.0,50.31,49.69,58.6,5.3,35.6,0.2,0.0,56737.0,16.4,39.87,6.4,2
20558.0,50.59,49.41,42.3,6.7,50.1,0.2,0.1,47516.0,17.2,43.48,5.1,2
22962.0,52.88,47.12,64.5,4.3,27.9,0.7,0.9,48314.0,14.9,41.36,4.9,2
126146.0,48.8,51.2,76.4,5.5,12.7,1.3,1.3,52683.0,14.3,45.48,6.5,2
123402.0,48.92,51.08,58.3,20.1,18.2,1.4,0.3,47970.0,17.6,44.76,4.8,2
27358.0,55.08,44.92,58.7,15.6,23.6,0.1,0.3,49745.0,18.6,38.03,5.5,2
150889.0,49.45,50.55,51.4,7.1,37.3,1.7,0.2,66187.0,10.6,46.5,4.5,2
34527.0,51.86,48.14,34.6,4.4,58.8,0.2,0.1,46012.0,19.8,41.32,6.4,2
3102.0,50.03,49.97,56.7,7.4,34.2,0.5,0.1,31324.0,22.2,36.27,13.0,2
8220.0,49.42,50.58,85.1,0.7,12.0,0.2,0.7,46611.0,16.1,43.6,3.1,2
5532.0,49.89,50.11,53.3,0.1,46.4,0.0,0.1,40678.0,18.7,43.28,3.8,2
3990.0,48.87,51.13,68.6,6.9,21.3,0.5,0.4,37995.0,13.8,42.48,6.7,2
55993.0,48.87,51.13,87.0,5.6,5.4,0.5,0.2,56131.0,12.0,42.96,4.4,2
4525519.0,49.74,50.26,30.6,18.5,42.2,6.8,0.2,57791.0,16.8,48.18,6.4,2
4525519.0,49.74,50.26,30.6,18.5,42.2,6.8,0.2,57791.0,16.8,48.18,6.4,1
66606.0,48.82,51.18,63.8,21.3,12.7,0.7,0.3,48644.0,17.9,41.44,7.2,2
5821.0,60.54,39.46,59.6,8.4,26.2,1.4,0.0,64427.0,8.1,35.2,1.2,2
5806.0,55.92,44.08,65.8,3.1,27.6,0.7,0.6,43529.0,19.3,37.55,9.5,2
194843.0,49.77,50.23,55.3,3.5,37.8,1.3,0.2,62815.0,15.3,50.85,5.3,2
194843.0,49.77,50.23,55.3,3.5,37.8,1.3,0.2,62815.0,15.3,50.85,5.3,1
39250.0,49.3,50.7,70.3,5.71,21.61,0.3,0.22,114649.0,16.58,41.98,7.97,2
79687.0,48.74,51.26,78.9,6.6,12.1,0.7,0.9,44888.0,18.0,39.01,6.2,2
839539.0,48.88,51.12,6.6,0.4,91.8,0.9,0.1,37097.0,31.8,37.36,8.1,2
839539.0,48.88,51.12,6.6,0.4,91.8,0.9,0.1,37097.0,31.8,37.36,8.1,1
23273.0,49.43,50.57,47.7,3.6,46.9,0.2,0.6,49184.0,14.9,44.42,7.4,2
55418.0,49.08,50.92,84.8,0.7,12.0,0.8,0.9,60275.0,12.3,41.33,3.0,2
35929.0,49.11,50.89,74.0,6.7,16.3,0.7,0.2,47832.0,17.9,42.88,5.9,2
22849.0,53.72,46.28,62.0,24.9,10.7,0.4,0.2,33552.0,24.7,33.45,4.5,2
36491.0,56.42,43.58,50.0,5.2,41.2,0.8,0.7,50855.0,13.9,39.44,6.7,2
3702.0,49.73,50.27,18.5,1.5,78.4,1.2,0.0,26346.0,35.6,29.25,5.7,2
90322.0,49.19,50.81,72.9,7.8,15.3,1.2,0.8,49319.0,18.8,42.91,6.5,2
21704.0,49.94,50.06,71.3,2.0,22.5,0.6,1.3,50035.0,16.4,42.15,5.2,2
1592.0,53.58,46.42,72.4,3.2,22.9,0.0,0.0,63021.0,13.5,45.1,6.9,2
8839.0,56.26,43.74,77.9,4.5,16.3,0.1,0.4,52829.0,18.2,35.75,3.6,2
14756.0,48.89,51.11,59.4,7.1,32.3,0.3,0.0,58504.0,13.7,45.81,4.7,2
35444.0,49.15,50.85,74.7,16.7,6.5,0.5,0.1,41960.0,16.8,35.38,10.3,2
2236.0,47.85,52.15,60.9,0.7,36.2,1.5,0.1,46534.0,6.7,40.74,5.1,2
254574.0,51.22,48.78,41.7,33.7,19.5,3.6,0.2,46315.0,19.4,41.37,6.5,2
5262.0,49.85,50.15,5.9,0.0,93.8,0.0,0.0,31403.0,26.0,31.28,17.0,2
5262.0,49.85,50.15,5.9,0.0,93.8,0.0,0.0,31403.0,26.0,31.28,17.0,1
41318.0,48.73,51.27,18.3,0.5,80.2,0.6,0.1,41103.0,23.0,39.41,5.3,2
160173.0,49.88,50.12,73.6,2.8,20.3,0.8,0.4,60458.0,11.0,45.12,4.9,2
19969.0,63.39,36.61,54.8,14.5,27.2,0.3,0.1,48601.0,15.9,25.32,4.2,2
15051.0,59.53,40.47,37.8,8.7,52.9,0.1,0.1,53051.0,19.3,36.1,4.1,2
114852.0,49.06,50.94,66.6,10.4,19.9,1.1,0.4,63926.0,12.4,46.27,6.5,2
40306.0,48.55,51.45,73.6,0.7,23.0,0.7,0.0,81023.0,5.7,46.25,4.4,2
564.0,49.65,50.35,11.3,0.0,88.5,0.2,0.0,24800.0,24.8,32.45,0.0,2
680.0,45.74,54.26,77.1,0.7,21.6,0.0,0.6,52250.0,17.9,44.71,1.6,2
50761.0,48.39,51.61,69.9,1.4,26.1,1.0,0.2,48698.0,13.8,42.31,6.0,2
4432.0,48.29,51.71,74.3,0.0,23.7,0.0,0.5,41095.0,22.1,45.74,6.4,2
289.0,51.9,48.1,73.4,0.0,26.6,0.0,0.0,56964.0,3.5,59.86,6.0,2
3631.0,61.53,38.47,38.1,0.1,61.8,0.0,0.0,34926.0,10.6,37.21,8.1,2
31540.0,51.65,48.35,21.0,3.5,72.3,2.0,0.1,41700.0,23.7,43.38,9.7,2
3753.0,50.07,49.93,59.4,6.0,33.4,0.2,0.1,46319.0,14.7,40.07,5.1,2
49401.0,48.33,51.67,75.0,12.3,7.5,0.9,0.3,42198.0,17.8,42.78,5.6,2
13368.0,51.11,48.89,39.8,3.6,55.0,0.5,0.3,43712.0,20.5,42.42,3.6,2
20473.0,49.55,50.45,72.9,3.0,19.2,1.1,0.4,54467.0,12.0,42.07,7.4,2
7418.0,58.6,41.4,17.6,1.2,79.9,0.1,0.0,44601.0,8.2,36.61,5.4,2
19859.0,48.32,51.68,74.3,6.6,18.1,0.4,0.0,51708.0,10.5,44.53,2.9,2
16850.0,50.3,49.7,63.7,11.0,23.2,0.9,0.0,55741.0,13.8,46.85,4.5,2
16966.0,50.01,49.99,76.5,7.2,14.2,0.7,0.6,44875.0,16.3,38.75,7.1,2
79884.0,49.44,50.56,65.8,10.0,21.9,0.6,0.3,48344.0,16.2,35.91,7.8,2
23480.0,51.41,48.59,59.2,17.6,21.3,0.7,0.3,40356.0,20.7,37.58,10.3,2
3495.0,53.79,46.21,66.0,0.4,29.9,0.7,0.7,59583.0,10.5,47.3,5.2,2
12043.0,54.37,45.63,57.6,2.4,38.8,0.6,0.0,51480.0,16.3,35.71,3.8,2
20195.0,48.76,51.24,87.1,0.7,9.8,0.4,0.1,50524.0,12.5,37.93,8.3,2
74.0,52.7,47.3,74.3,0.0,16.2,0.0,5.4,80938.0,17.1,52.7,0.0,2
298042.0,49.35,50.65,54.5,6.9,34.5,2.1,0.4,49078.0,18.8,48.7,4.8,2
5785.0,51.11,48.89,49.3,1.3,47.2,0.3,0.5,44922.0,18.0,41.82,8.1,2
8145.0,51.21,48.79,62.2,2.0,31.6,0.0,0.0,42367.0,16.3,44.91,3.2,2
245720.0,48.79,51.21,56.7,14.2,25.6,1.5,0.2,46262.0,19.3,45.82,5.1,2
600.0,53.5,46.5,48.7,0.0,50.5,0.0,0.8,71389.0,7.0,33.67,26.3,2
13979.0,61.87,38.13,55.8,17.4,22.4,1.1,0.1,44004.0,15.4,30.4,3.1,2
10140.0,49.56,50.44,70.9,23.7,3.9,0.0,0.3,36938.0,22.3,35.85,10.7,2
5547.0,51.49,48.51,53.7,0.6,45.1,0.0,0.5,71115.0,7.0,45.56,1.9,2
4122.0,53.37,46.63,71.9,0.0,24.3,2.5,0.3,40949.0,12.6,52.72,2.8,2
36744.0,49.67,50.33,44.9,10.2,41.4,2.0,0.4,44896.0,20.6,43.57,6.4,2
57471.0,49.63,50.37,2.6,0.2,95.3,0.4,1.2,37734.0,24.5,36.74,12.9,2
57471.0,49.63,50.37,2.6,0.2,95.3,0.4,1.2,37734.0,24.5,36.74,12.9,1
48548.0,51.65,48.35,44.5,2.3,51.3,0.6,0.3,59305.0,12.7,43.17,5.3,2
2123.0,54.59,45.41,59.0,0.6,37.3,0.0,0.6,37917.0,9.8,47.76,5.1,2
159883.0,50.25,49.75,47.3,5.9,43.2,1.8,0.4,75815.0,8.7,50.33,3.5,2
24479.0,49.81,50.19,62.9,8.4,25.8,0.5,0.1,41768.0,16.0,38.92,5.5,2
4887.0,46.55,53.45,81.3,0.2,18.3,0.1,0.0,46318.0,14.9,42.05,2.9,2
8774.0,61.74,38.26,48.7,10.3,39.3,0.4,0.3,52194.0,7.9,31.92,6.4,2
19406.0,49.02,50.98,86.3,0.2,10.7,0.1,0.3,46592.0,15.5,40.9,6.6,2
535187.0,49.52,50.48,67.9,4.5,23.0,2.8,0.1,74323.0,10.3,46.65,4.9,2
22016.0,52.08,47.92,33.7,3.2,54.1,7.9,0.3,52469.0,16.9,48.11,4.1,2
12530.0,48.06,51.94,65.1,23.6,9.2,0.1,0.4,40227.0,15.7,40.26,9.9,2
1114.0,51.62,48.38,76.5,3.5,16.3,0.0,0.0,40598.0,12.2,46.05,8.1,2
65411.0,47.85,52.15,59.9,17.2,18.9,1.6,0.3,41482.0,24.9,43.11,8.6,2
48239.0,49.18,50.82,57.3,13.1,26.2,0.6,0.3,45103.0,18.8,42.13,9.4,2
14187.0,52.41,47.59,73.6,21.3,3.5,0.1,0.2,40180.0,15.7,35.04,11.6,2
14990.0,50.89,49.11,57.0,4.9,36.4,0.3,0.4,42019.0,16.8,42.13,7.1,2
358484.0,49.33,50.67,30.3,3.6,63.0,1.9,0.2,53317.0,16.7,46.06,5.9,2
10484.0,51.06,48.94,44.5,0.2,53.0,0.2,0.7,50120.0,13.0,44.63,7.6,2
2083.0,57.99,42.01,75.8,5.6,15.5,0.1,0.0,62426.0,11.1,37.25,3.8,2
83909.0,49.46,50.54,81.4,8.3,7.1,1.1,0.3,53667.0,14.2,43.79,6.0,2
28109.0,49.46,50.54,75.4,2.4,19.7,0.6,0.6,45067.0,18.3,41.71,7.9,2
23574.0,49.36,50.64,73.4,16.3,8.6,0.6,0.1,49704.0,15.3,41.8,3.8,2
125963.0,49.65,50.35,84.4,1.3,11.5,0.5,0.5,70608.0,9.2,46.54,5.5,2
9871.0,51.31,48.69,35.1,1.6,62.4,0.2,0.1,50410.0,17.3,44.69,2.8,2
15804.0,57.31,42.69,25.9,4.1,68.5,0.4,0.6,50543.0,11.5,38.62,3.7,2
46974.0,53.83,46.17,70.9,10.4,14.8,0.6,1.5,43267.0,18.7,38.29,8.5,2
121230.0,51.53,48.47,45.2,9.3,37.6,5.2,0.3,41852.0,21.7,43.6,4.2,2
7191.0,49.48,50.52,13.6,0.0,81.4,5.0,0.0,26486.0,26.3,33.74,9.8,2
7191.0,49.48,50.52,13.6,0.0,81.4,5.0,0.0,26486.0,26.3,33.74,9.8,1
11246.0,50.88,49.12,85.8,1.5,8.7,0.1,1.0,48308.0,13.1,40.91,5.7,2
130552.0,49.14,50.86,73.4,2.8,20.2,1.5,0.4,65564.0,9.6,52.58,3.7,2
3735.0,53.17,46.83,28.9,0.7,70.1,0.0,0.0,59760.0,18.0,46.91,3.9,2
3358.0,46.25,53.75,80.0,0.2,19.8,0.0,0.0,36493.0,20.2,38.15,6.1,2
12353.0,46.98,53.02,73.1,17.6,7.3,0.0,0.2,35356.0,16.5,38.61,9.0,2
14791.0,60.43,39.57,18.2,4.5,75.0,1.1,0.4,49390.0,13.2,34.75,8.0,2
7293.0,49.6,50.4,42.3,5.0,49.7,0.1,0.1,50338.0,16.6,40.6,7.9,2
889.0,45.44,54.56,90.6,0.0,7.4,0.4,0.0,79167.0,3.3,46.01,2.4,2
16727.0,49.57,50.43,57.9,19.7,20.2,0.3,0.2,52189.0,15.2,42.92,7.7,2
90414.0,49.18,50.82,72.3,6.0,17.1,2.4,0.2,93269.0,5.8,49.04,4.9,2
10266.0,49.19,50.81,62.3,1.3,33.8,1.1,0.4,41226.0,16.3,40.76,3.2,2
53026.0,52.45,47.55,64.7,17.0,16.1,0.5,0.2,49270.0,15.8,38.36,5.7,2
10429.0,50.17,49.83,86.1,7.6,4.0,0.1,0.0,33561.0,20.0,32.4,7.1,2
8403.0,49.43,50.57,68.8,20.8,6.9,0.0,1.5,32394.0,24.4,29.67,13.4,2
27436.0,49.44,50.56,74.9,10.7,12.5,0.0,0.5,43421.0,17.2,37.25,6.5,2
66867.0,50.24,49.76,39.4,1.5,56.8,1.0,0.2,53332.0,15.2,43.17,4.9,2
5851.0,50.4,49.6,65.3,2.8,29.7,0.0,0.0,40301.0,17.4,42.3,3.2,2
